investor_id,investor_name,phone,email,company_name,portfolio_id
1,Victor Mcclure,(899)302-5915,janetcastro@example.net,Allen LLC,375.0
2,Daniel Warren,430.730.7398x03335,dperry@example.com,,110.0
3,Rose PLC,+1-916-975-1650x90678,nedwards@example.com,"Burch, Roberts and Martin",95.0
4,Miller Group,001-563-602-9106x95869,xcarter@example.org,Walsh Inc,251.0
5,"Alexander, Mason and Jackson",779.509.1908,vaughanjon@example.org,Mullins and Sons,145.0
6,Alan Evans,652.612.2425,elizabethvang@example.net,,229.0
7,"White, Blackburn and Vega",(266)402-2258,thomasmarisa@example.net,,355.0
8,James Diaz,001-717-653-5315x23921,jackquinn@example.org,,85.0
9,Pamela Daniel,001-905-368-1412x8039,matthew51@example.net,Vance-Mckay,280.0
10,Ms. Ann Clark,(352)997-5343,mcdonalddevon@example.org,,303.0
11,Dean Zavala,823.753.7416x31931,doconnor@example.com,Hardy-Randall,9.0
12,George Hart,(785)615-9673,sean92@example.org,,163.0
13,Michele Cameron,(957)693-8554x22749,williamssarah@example.org,Moreno and Sons,195.0
14,Mclean-Thomas,+1-223-726-3426x2973,tdelgado@example.com,,317.0
15,Sharon Ray,001-655-232-9862x7317,orrjoseph@example.com,,330.0
16,Graham LLC,822.434.1662x76891,awalker@example.com,,348.0
17,Morris LLC,001-837-562-9560,carellano@example.net,Knight PLC,195.0
18,Williams-Hansen,+1-751-266-6004,brianwong@example.net,,
19,Darren Jimenez,879.711.5783,isaiahanderson@example.net,,80.0
20,Chandler-Sherman,5677374192,kristendavis@example.org,,
21,"Ramirez, Brandt and Butler",675-403-3748x1616,sabrinavargas@example.net,"Lee, Douglas and Webb",34.0
22,Matthew Murphy,001-304-701-7390,watersantonio@example.com,,51.0
23,Bowen and Sons,+1-219-693-8358,ewalton@example.com,,79.0
24,Stone-Baxter,490-236-2412x36636,kristiadkins@example.net,,95.0
25,Hill Inc,(577)766-1362,jillian06@example.com,,196.0
26,"Smith, Ortiz and George",734-614-4834x029,lhamilton@example.org,"Thomas, Bernard and Walters",191.0
27,Madison Moore,869-581-2747,christiesherman@example.org,"Webster, Smith and Gonzalez",357.0
28,William Aguilar,8849756854,ftaylor@example.org,Ross and Sons,196.0
29,Tracie Johnson,817-903-6979,dfitzpatrick@example.net,"Sanchez, Jensen and Gomez",84.0
30,Terry Lopez,521.811.2986x4157,qrice@example.org,,341.0
31,Jason Thornton,+1-941-784-9184,wardstephen@example.net,,216.0
32,Vanessa Day,(489)459-6141x901,elogan@example.net,,359.0
33,Victor Reeves,491.813.0799x549,oware@example.org,Simpson LLC,79.0
34,Morris PLC,888-562-5747,sean24@example.org,,12.0
35,Taylor May,(962)882-0718,kingkevin@example.com,,115.0
36,Chandler-Bolton,9936489995,jamesadams@example.org,"Baker, Duncan and Anderson",59.0
37,Morgan PLC,+1-974-835-1469x91978,chenjohn@example.org,"Moore, Little and Ruiz",200.0
38,Pamela Smith,+1-283-311-2680x05836,elizabeth02@example.org,Mcdonald Inc,115.0
39,Timothy George,771-277-4385x356,taylormonica@example.org,,116.0
40,Whitney Allen MD,836.473.5825,johnscott@example.org,,259.0
41,Antonio Horne,580.627.8336x46036,pjohnson@example.com,Holden LLC,371.0
42,Nelson Group,+1-860-381-0798x39576,joseph42@example.net,,238.0
43,Sarah Brown,001-204-765-9455,gvalenzuela@example.org,,109.0
44,Ryan Williams,(499)308-7706,suzannehines@example.org,"Patterson, Sullivan and Torres",246.0
45,Jordan Smith,001-686-537-9900x7804,mcbridemike@example.net,,266.0
46,Francis Mcconnell,001-471-516-7937,humphreypaul@example.com,,335.0
47,Hall-Schneider,(483)953-6483x551,petersonrobert@example.com,,133.0
48,Michael Burns,9307182233,lflores@example.com,Hensley Group,380.0
49,Cruz-Grimes,001-922-920-1007x0441,hhanson@example.org,,169.0
50,Chelsea Russo,288-845-0204x61349,kimjoel@example.com,Stokes LLC,366.0
51,Horton PLC,504-655-4985x7207,andrea03@example.net,Ryan Inc,230.0
52,Ferguson LLC,001-696-885-9493x7801,twilson@example.net,Fisher-Buckley,268.0
53,Garcia-Young,6895893012,emilydaniels@example.com,,163.0
54,"Mullins, Smith and Lopez",6649152038,emilypatel@example.net,Willis-Lee,138.0
55,Diana Phillips,+1-508-482-3829x674,loganolson@example.org,Hamilton LLC,153.0
56,Jeffery Hall,287-517-0064x32362,amandaperez@example.com,,218.0
57,Perez PLC,427.693.0031,andrewrowland@example.net,,63.0
58,William Jensen,929-701-4397x66005,johnrichardson@example.com,,128.0
59,James Grant,(212)935-7110x0054,kimberlyadams@example.com,Ayala Group,130.0
60,"Michael, Charles and Jones",001-644-284-0793x835,nicholas31@example.net,,60.0
61,Smith Ltd,685-381-6624,brittanysteele@example.net,,389.0
62,Tracey Sellers,(591)677-0593,wolfecharles@example.org,Perry and Sons,10.0
63,Hall LLC,986-774-9012,elizabethlutz@example.net,,326.0
64,Evan Diaz,339-793-9131,ydalton@example.com,,197.0
65,Elizabeth Ali,531.498.5855,daniellelewis@example.net,,274.0
66,Gallegos LLC,(653)788-0759,jamesdavis@example.org,Gates Inc,385.0
67,Jennifer Simpson,5365590195,xgriffith@example.org,Ortiz and Sons,128.0
68,Daniel Martin,8803572758,spencer20@example.org,,372.0
69,Camacho-Smith,5086274220,michael25@example.org,,154.0
70,Clayton LLC,(748)561-7507,lamsean@example.org,,43.0
71,Kevin Sweeney,(982)321-7940,joseph28@example.net,,
72,Lucas Wong,+1-370-352-6478x4892,humphreyellen@example.net,Briggs and Sons,377.0
73,Elizabeth Lewis,290-763-8048x9324,kathleen92@example.org,Collins LLC,327.0
74,"Johnson, Edwards and Garrett",603.205.8970,jefferygolden@example.net,,105.0
75,Joanne Padilla,(299)511-1362,joshuamaldonado@example.com,Parrish-Hodges,349.0
76,Robin Perry,(724)234-0343,samanthaenglish@example.net,,34.0
77,"Gonzales, Moore and Li",236-229-1757x409,amyreese@example.net,Thompson-Barnett,282.0
78,Janice Mills,(438)854-9015x425,ajenkins@example.org,,371.0
79,Wilson-Lewis,001-686-704-2754,michelle09@example.net,,219.0
