investor_id,investor_name,phone,email,company_name,portfolio_id
1,Rachael Rhodes,894-963-6532x4920,rachael@example.com,,397.0
2,Thomas Inc,8667414013,thomas@investor.com,"Harper, Martinez and Ibarra",186.0
3,Woods-Gould,001-429-422-6436,woods-gould@investor.com,"Bell, Chavez and Spencer",347.0
4,Brian Sims,4352870077,brian@example.com,,129.0
5,Dana Bennett,(526)209-6944,dana@example.com,,125.0
6,Santiago Ltd,834-293-9375x3452,santiago@investor.com,Hill Inc,377.0
7,"Smith, Campbell and Waller",001-921-602-9289x6290,"smith,@investor.com","Middleton, Merritt and Andrews",301.0
8,Hudson-Winters,(955)639-6580,hudson-winters@investor.com,Monroe Inc,180.0
9,Lindsey Gray,(380)344-3491x9557,lindsey@example.com,,388.0
10,Jacqueline Ross,519.990.3550,jacqueline@example.com,,302.0
11,Hardin-Landry,248-685-4713x8756,hardin-landry@investor.com,Moreno and Sons,38.0
12,Douglas Miller,+1-871-904-3135,douglas@example.com,,193.0
13,Fernandez-Johnson,+1-594-663-4116,fernandez-johnson@investor.com,"Brock, Johnson and Campbell",316.0
14,Kenneth York,532-612-8682x854,kenneth@example.com,,111.0
15,"Anderson, Ramirez and Brown",001-304-698-5536x50862,"anderson,@investor.com",Hunt-Kelly,166.0
16,Candice Norton,+1-553-464-6597x583,candice@example.com,,299.0
17,Joshua Morris,+1-473-211-3374,joshua@example.com,,343.0
18,Karen Harvey,+1-366-943-4243x37534,karen@example.com,,96.0
19,"Davis, Johnson and Clark",573-958-2228,"davis,@investor.com","Rodriguez, Foster and Yang",263.0
20,"Gutierrez, James and Davidson",001-609-883-0630,"gutierrez,@investor.com","Johnson, White and Smith",241.0
21,Mrs. Felicia Mason,667-266-7170x938,mrs.@example.com,,170.0
22,Hunter Perkins,(862)646-0076,hunter@example.com,,203.0
23,Cheyenne Washington,257.654.8479x18775,cheyenne@example.com,,53.0
24,Lisa Burton,459-277-4526,lisa@example.com,,291.0
25,Donald Medina,792-643-4191x8559,donald@example.com,,51.0
26,Rita Marshall,001-611-394-2541,rita@example.com,,178.0
27,Ashley Day,001-304-366-0073,ashley@example.com,,7.0
28,Joseph Hall,(676)656-8596,joseph@example.com,,331.0
29,Jessica Lane DVM,001-659-256-9255x07764,jessica@example.com,,305.0
30,Zimmerman PLC,(650)764-8623x570,zimmerman@investor.com,Mayer Inc,17.0
31,Sarah Graham,3883538433,sarah@example.com,,55.0
32,"Gordon, Lucas and Evans",001-228-537-8945,"gordon,@investor.com","Love, Reid and Bernard",46.0
33,"Williams, Ball and Stanley",001-696-319-9219,"williams,@investor.com","Bond, Jones and Rodriguez",379.0
34,Wilson PLC,001-769-888-2191,wilson@investor.com,Jones and Sons,24.0
35,Natalie Yoder,(313)847-2559x3482,natalie@example.com,,184.0
36,Patricia Lambert,+1-373-833-9538,patricia@example.com,,105.0
37,Ashley Thompson,+1-849-750-0086x11260,ashley1@example.com,,62.0
38,Christian Fisher,580-957-5318,christian@example.com,,224.0
39,Danielle Harrington,796.773.2302,danielle@example.com,,149.0
40,Jordan Martin,(898)729-3485x399,jordan@example.com,,326.0
41,Patricia Mckinney,+1-628-777-9230,patricia1@example.com,,38.0
42,Chelsea Sherman,(871)965-0584x786,chelsea@example.com,,227.0
43,Andres Freeman,920-773-1643x73524,andres@example.com,,243.0
44,Allison Robinson,485.589.1064x9082,allison@example.com,,177.0
45,"Douglas, Miller and Chavez",268-768-2522x0493,"douglas,@investor.com",Anderson Ltd,177.0
46,Taylor Inc,4653622269,taylor@investor.com,"Brown, Gutierrez and Davis",182.0
47,Lindsay Cisneros,684-696-5175x74007,lindsay@example.com,,194.0
48,Jefferson PLC,+1-408-500-4878x167,jefferson@investor.com,Johnson and Sons,236.0
49,Anita Caldwell,(612)791-7559,anita@example.com,,219.0
50,Lopez LLC,+1-220-257-6754x655,lopez@investor.com,Nguyen-Wright,64.0
51,Rush-Jenkins,(214)424-2349x768,rush-jenkins@investor.com,Brown Inc,314.0
52,Lamb Ltd,+1-712-536-3697x7002,lamb@investor.com,Garrett Inc,251.0
53,Rogers Inc,(988)733-3859x0748,rogers@investor.com,Wells-May,213.0
54,Janet Ward,233-893-1533,janet@example.com,,241.0
55,Shaffer Ltd,(428)474-4049x7044,shaffer@investor.com,Perez-Castaneda,223.0
56,Duarte-Simon,395-653-4653,duarte-simon@investor.com,Rush-Johnson,248.0
57,Trevor Johnson,001-347-222-3863x3995,trevor@example.com,,156.0
58,Ashley Byrd,745-600-4362,ashley2@example.com,,28.0
59,Moore-Mosley,(732)925-2737x52805,moore-mosley@investor.com,Brooks-Pena,92.0
60,Ariel Figueroa,541.440.7769x9522,ariel@example.com,,287.0
61,Dustin Carey,001-472-618-0166x38669,dustin@example.com,,262.0
62,"Burton, Porter and Lang",329-931-2658x4018,"burton,@investor.com",Murray Group,77.0
63,"Contreras, Castro and Delacruz",(631)609-2665x675,"contreras,@investor.com",Spencer Group,281.0
64,Kevin Reid,(296)624-5292x2039,kevin@example.com,,385.0
65,Love-Brown,001-583-938-1787x692,love-brown@investor.com,Bryant PLC,
66,"Stark, Stewart and Johnson",654.652.9871x290,"stark,@investor.com",Taylor PLC,274.0
67,Stephenson-Mayer,001-678-851-6046x172,stephenson-mayer@investor.com,Wilson Inc,293.0
68,Allison Patton,8918324246,allison1@example.com,,336.0
69,"Moore, Atkins and Mason",(924)683-4970,"moore,@investor.com",Gonzales-Wright,102.0
70,Fisher and Sons,+1-593-768-7385,fisher@investor.com,Simon-Nolan,19.0
71,Patterson Group,(943)859-2968x14367,patterson@investor.com,White LLC,363.0
72,Melissa Travis,832.328.2118,melissa@example.com,,43.0
73,Roberts-Smith,001-276-399-2192x412,roberts-smith@investor.com,Wright PLC,87.0
74,William Ortega,001-840-428-7794x49362,william@example.com,,108.0
75,Douglas Smith,497-716-0347,douglas1@example.com,,322.0
76,"Villarreal, Moore and King",+1-812-230-2633x565,"villarreal,@investor.com","Brown, Smith and Roberts",280.0
77,Molina PLC,(602)872-2740,molina@investor.com,Martin-Warner,163.0
78,"Chambers, Macdonald and Thomas",(326)421-3141x45441,"chambers,@investor.com",Lee Inc,396.0
79,Ricky Reed,001-243-510-3441x833,ricky@example.com,,114.0
80,Martin-Herrera,370-392-0077x14421,martin-herrera@investor.com,"Smith, Ramsey and Williams",190.0
81,William Arias,241.769.1704,william1@example.com,,65.0
82,Miller Ltd,784.481.4901x184,miller@investor.com,Turner and Sons,306.0
83,Hughes-Lopez,(410)988-1582,hughes-lopez@investor.com,Galvan Ltd,270.0
84,Beck-Frazier,+1-273-508-6843x6650,beck-frazier@investor.com,"Smith, Hodge and Wright",137.0
85,"Mora, Cooper and Walker",259-300-2201,"mora,@investor.com",Stafford Ltd,131.0
86,Wallace-Wright,(221)984-6119,wallace-wright@investor.com,Mcknight Ltd,352.0
87,Joshua Walls,625.856.2273,joshua1@example.com,,71.0
88,David Freeman,+1-226-898-6061x1293,david@example.com,,398.0
89,Lee Inc,+1-953-288-6817x47984,lee@investor.com,Willis Group,181.0
90,Cody Stanley,001-491-647-5066x3841,cody@example.com,,137.0
91,Simmons-Barajas,+1-899-868-7654x8352,simmons-barajas@investor.com,Thomas-Ford,226.0
92,Eric Walter,761.530.7457,eric@example.com,,133.0
93,Perez Inc,916.380.9807x0420,perez@investor.com,Kemp Ltd,180.0
94,Christopher Armstrong,979.244.3688,christopher@example.com,,206.0
95,Ortiz LLC,001-991-562-5996x75757,ortiz@investor.com,Jones Group,39.0
96,Yvette Stanley,(625)311-0080x14041,yvette@example.com,,40.0
97,Brooks-Meyer,9699641241,brooks-meyer@investor.com,"Davis, Cisneros and Rivera",54.0
98,Edward Delgado,001-370-537-7841x86431,edward@example.com,,227.0
99,Logan and Sons,+1-711-733-0698x6133,logan@investor.com,Warren PLC,115.0
100,Young Inc,928.367.2010x9662,young@investor.com,Evans Ltd,231.0
101,Nicholas Brown,+1-935-472-7490x107,nicholas@example.com,,41.0
102,Madeline Mcgee,701-403-9820x8589,madeline@example.com,,10.0
103,"Rice, Henson and Young",828.741.4762x5408,"rice,@investor.com",Cook-Keller,184.0
104,"Roberts, Walker and Levine",001-255-916-7492x243,"roberts,@investor.com",Flores-Hendricks,105.0
105,Reynolds Ltd,(549)269-2660,reynolds@investor.com,Stevens Ltd,87.0
106,William Morrison,826.326.7566x278,william2@example.com,,230.0
107,Mary Johnson,988.381.8768,mary@example.com,,286.0
108,Laurie Roy,001-851-688-2871x283,laurie@example.com,,192.0
109,Travis Yates,405-360-7957x145,travis@example.com,,291.0
110,Richard Johnston,+1-798-384-3958x449,richard@example.com,,8.0
111,Peters LLC,316-650-1043,peters@investor.com,Glass-Gray,194.0
112,Carolyn Hall,(733)639-5985,carolyn@example.com,,119.0
113,Michael Sanchez,001-724-450-9812x04851,michael@example.com,,335.0
114,Elizabeth Bray,(236)816-6051,elizabeth@example.com,,306.0
115,Garcia PLC,368-664-7849x47761,garcia@investor.com,"Vang, Garcia and Nelson",317.0
116,Henderson PLC,2325471444,henderson@investor.com,"Waters, Hardy and Baker",374.0
117,Mark Adkins,(657)884-6276x2178,mark@example.com,,124.0
118,Garza-Munoz,472.352.1037,garza-munoz@investor.com,Barnett Inc,260.0
119,Tom White,446-863-2356x440,tom@example.com,,122.0
120,Yesenia Galvan,938-693-5157x322,yesenia@example.com,,33.0
121,Herrera-Wood,(697)602-0330x6893,herrera-wood@investor.com,Fields-Lyons,136.0
122,Hunter Obrien,+1-393-845-0631x60171,hunter1@example.com,,224.0
123,Nicole Mcdaniel,637.978.5451,nicole@example.com,,39.0
124,Steven Byrd,775.857.0095,steven@example.com,,300.0
125,Turner-Anderson,(846)470-8280,turner-anderson@investor.com,"Elliott, Mitchell and White",138.0
126,Zoe Wood,001-817-856-4341x2979,zoe@example.com,,101.0
127,Michael Bonilla,(771)624-5889x6747,michael1@example.com,,266.0
128,Michelle Rogers,(942)769-4042x3645,michelle@example.com,,390.0
129,"Smith, Andrade and Chapman",(857)463-0402x7701,"smith,1@investor.com",Torres-Reyes,352.0
130,Brianna Haley,(903)716-9706,brianna@example.com,,193.0
131,Vance-Crosby,001-821-554-1688,vance-crosby@investor.com,"Aguilar, Jones and Gilmore",126.0
132,Joel Gonzalez,252.511.1527,joel@example.com,,356.0
133,Burke-Thomas,6432062948,burke-thomas@investor.com,Tyler Group,179.0
134,Kevin Stewart,001-278-207-3229x5618,kevin1@example.com,,113.0
135,Smith Group,(548)314-5133x7324,smith@investor.com,"York, Marshall and Fields",14.0
136,Randall Jones,5869985160,randall@example.com,,22.0
137,Nicholas Marshall,+1-991-320-8113x65996,nicholas1@example.com,,221.0
138,Dalton Peterson,972.434.7895,dalton@example.com,,205.0
139,Kathy Rocha,4322143167,kathy@example.com,,200.0
140,Matthew Chavez,001-552-211-0436,matthew@example.com,,382.0
141,Mark Carter,001-635-679-2947,mark1@example.com,,354.0
142,Nancy Garcia,+1-533-230-1038x311,nancy@example.com,,19.0
143,Randall Smith,(391)828-7102,randall1@example.com,,58.0
144,Soto LLC,966-804-4131,soto@investor.com,"Smith, Campbell and Lawson",215.0
145,Peter Lawson,756-393-5286x27584,peter@example.com,,183.0
146,Chambers LLC,+1-355-552-2340x2409,chambers@investor.com,Ashley Inc,294.0
147,Snyder-Jensen,(244)316-6799x33625,snyder-jensen@investor.com,Vang Ltd,265.0
148,Richard Martin,001-952-954-7933x56112,richard1@example.com,,41.0
149,Andrews-Rice,(329)336-5768x584,andrews-rice@investor.com,Travis-Hayes,146.0
150,Mr. Charles Zimmerman MD,794.495.6768,mr.@example.com,,106.0
151,Tapia PLC,(545)347-8557x52459,tapia@investor.com,Booth-Chambers,115.0
152,John Winters,(607)547-5212x248,john@example.com,,42.0
153,Donald Spencer,685.545.1554x176,donald1@example.com,,16.0
154,Alison Hawkins,001-485-649-0108,alison@example.com,,237.0
155,"Rodriguez, Moreno and Davis",001-239-332-5514,"rodriguez,@investor.com","Nguyen, Johnson and Mccarthy",275.0
156,Keith Harrington,+1-713-712-4978x889,keith@example.com,,344.0
157,"Hernandez, Mccarthy and Hawkins",+1-446-817-6179x623,"hernandez,@investor.com",Waters-Osborne,348.0
158,"Short, Walker and Ryan",773.980.1357x08119,"short,@investor.com",Russo-Mitchell,70.0
159,Alvarado LLC,001-678-961-9473x61335,alvarado@investor.com,"Frazier, Phillips and Phelps",117.0
160,"Mullins, Allen and Harris",001-339-767-6737x436,"mullins,@investor.com","Fleming, Clark and Sanchez",86.0
161,Sara Carter,+1-646-965-8031x15321,sara@example.com,,177.0
162,Robert Ritter,(948)675-5646x271,robert@example.com,,72.0
163,Michael Farrell,001-577-845-0314x4915,michael2@example.com,,351.0
164,Tiffany Gonzalez,+1-544-343-2699x74982,tiffany@example.com,,6.0
165,Lewis Inc,+1-926-508-4535x2460,lewis@investor.com,Hughes-Greene,183.0
166,Bradley Stanton,(593)287-7123x0682,bradley@example.com,,30.0
167,Morris-Kramer,756.881.4052x49660,morris-kramer@investor.com,French LLC,240.0
168,Oneal-Carter,+1-831-417-0739,oneal-carter@investor.com,Elliott LLC,191.0
169,"Washington, Logan and Vaughan",(293)760-8478x1924,"washington,@investor.com","Mueller, Curry and Jennings",130.0
170,Fernando Brown,577.389.1894x836,fernando@example.com,,32.0
171,John Chaney,001-356-265-8336,john1@example.com,,124.0
172,Kelsey Cross,001-513-335-6197x65891,kelsey@example.com,,149.0
173,Brandi Anderson,475.967.7213x4258,brandi@example.com,,3.0
174,Kelley Group,8728215480,kelley@investor.com,Arnold-Gonzales,375.0
175,Shari Davis,5186985353,shari@example.com,,363.0
176,Duane Farmer,800.954.1850x0675,duane@example.com,,191.0
177,Crystal Cameron,281-776-5805x189,crystal@example.com,,175.0
178,Harrell-Walton,346.207.8489x9978,harrell-walton@investor.com,Callahan-Davis,80.0
179,Kevin Espinoza,001-853-709-3816,kevin2@example.com,,298.0
180,Jasmine Morris,581.335.8151,jasmine@example.com,,252.0
181,Cooke-Nguyen,001-793-679-2479x740,cooke-nguyen@investor.com,Green PLC,50.0
182,Heather Andrade,541-757-6017,heather@example.com,,357.0
183,Walker LLC,+1-937-491-7988,walker@investor.com,Bradley-Robbins,395.0
184,"Wall, Dalton and Mcintyre",6482124577,"wall,@investor.com",Winters Ltd,252.0
185,Cameron Simpson MD,001-856-913-3134x7268,cameron@example.com,,7.0
186,Christopher Phillips,(776)473-8840,christopher1@example.com,,83.0
187,George Miller,001-485-619-4540x5193,george@example.com,,369.0
188,Caldwell LLC,(726)604-5125x395,caldwell@investor.com,Munoz-Lee,169.0
189,Michael Mclean,+1-951-973-2192x81173,michael3@example.com,,47.0
190,Dyer Inc,(341)819-6673x23775,dyer@investor.com,Ferguson-Leonard,256.0
191,Sara Jones,538.569.2510x3115,sara1@example.com,,363.0
192,Smith PLC,695.436.2694,smith1@investor.com,"Mays, Wilson and Gilbert",124.0
193,Cristian Williams,001-885-747-3862x775,cristian@example.com,,240.0
194,"Anderson, Fitzpatrick and Robinson",001-975-340-7733x743,"anderson,1@investor.com",Moore Ltd,280.0
195,"Norris, Santos and Ford",847-727-1695x658,"norris,@investor.com",Morgan and Sons,304.0
196,Thomas Fleming,503.516.1184,thomas@example.com,,193.0
197,Richard Griffin,601-684-4075x04676,richard2@example.com,,375.0
198,Stacey Rodriguez,301.748.2620x2428,stacey@example.com,,145.0
199,William Clarke,433.308.0403x8535,william3@example.com,,145.0
200,Morgan Drake,001-275-917-5251x576,morgan@example.com,,371.0
201,Adrienne Powers,+1-441-918-0635x385,adrienne@example.com,,299.0
202,"Curry, Vasquez and Kirk",001-307-643-0533x5263,"curry,@investor.com",Perkins-Davis,43.0
203,Natalie Taylor,579-990-9523,natalie1@example.com,,231.0
204,"Wagner, Potter and Price",(611)587-8042,"wagner,@investor.com",George and Sons,6.0
205,Meagan Frey MD,749.759.9522x939,meagan@example.com,,30.0
206,"Lopez, Smith and Campbell",(351)996-1574x1372,"lopez,@investor.com",Jacobs-Cook,167.0
207,"Paul, Brown and Douglas",954.669.0162,"paul,@investor.com","Gray, Conrad and Miller",97.0
208,Nelson-Kline,3648272294,nelson-kline@investor.com,"Spencer, Thompson and Gilbert",100.0
209,Powers Inc,(580)630-7501x312,powers@investor.com,Jackson-Ellis,33.0
210,Aaron Rivera,(416)307-0674,aaron@example.com,,228.0
211,"Michael, Martin and Becker",496-560-4939,"michael,@investor.com",Nguyen and Sons,344.0
212,William Brown,+1-981-409-8641x55299,william4@example.com,,378.0
213,Porter-Henderson,820.957.9458,porter-henderson@investor.com,Ballard-Jensen,15.0
214,"Lee, Smith and Paul",297-471-3855x7354,"lee,@investor.com",Jenkins PLC,320.0
215,Daniel Hill,001-344-737-0327,daniel@example.com,,15.0
216,Anne Carson,2917837715,anne@example.com,,269.0
217,Deborah Chapman,895.929.2647x0362,deborah@example.com,,63.0
218,Victor Huff,(461)825-8228x0264,victor@example.com,,255.0
219,Shannon Farrell,510.236.2813,shannon@example.com,,154.0
220,Long Group,(624)426-6643x7124,long@investor.com,"Rogers, Houston and Smith",194.0
221,"Morrow, Wheeler and Mcintyre",233-882-5386x2543,"morrow,@investor.com",Williams-Ferrell,19.0
222,Watkins PLC,001-372-935-6514x93054,watkins@investor.com,Munoz-Coleman,93.0
223,Ashley Miller,(322)611-7887x91391,ashley3@example.com,,398.0
224,Mr. Mark Kelly,001-463-638-3930,mr.1@example.com,,302.0
225,Arnold Group,+1-450-252-4111,arnold@investor.com,Robinson-Hale,204.0
226,Deborah Mcdonald,+1-494-905-9997x8693,deborah1@example.com,,340.0
227,"Wilson, Medina and Jimenez",001-912-713-6873,"wilson,@investor.com",Cobb Group,21.0
228,Jodi Valdez,+1-304-724-4516,jodi@example.com,,226.0
229,Melissa Ramirez,425-598-8706x53240,melissa1@example.com,,31.0
230,Collins Inc,641-591-9631,collins@investor.com,Espinoza-Peterson,190.0
231,Steven Luna,691.980.3825x6842,steven1@example.com,,85.0
232,"Alexander, Estrada and Kim",341-359-2905x72637,"alexander,@investor.com",Tran-Perkins,137.0
233,Matthew Edwards,715-571-8795x816,matthew1@example.com,,302.0
234,Nancy Hurst,(907)617-1320,nancy1@example.com,,234.0
235,Jacob Parsons,377.836.4299,jacob@example.com,,278.0
236,Dominguez-Smith,001-268-819-8828x56428,dominguez-smith@investor.com,Williams Group,79.0
237,Lewis-Campbell,001-531-497-2775,lewis-campbell@investor.com,Jones PLC,105.0
238,Merritt-White,+1-736-511-4958x30003,merritt-white@investor.com,"Barajas, Schmidt and Mejia",343.0
239,"Perez, Andrews and Robinson",(237)984-1211x19870,"perez,@investor.com",Porter-Hernandez,200.0
240,Richard Bartlett,926-987-0979,richard3@example.com,,287.0
241,Parker Inc,+1-672-629-0302x6843,parker@investor.com,"Robinson, Underwood and Davis",124.0
